,0,1,2,3,4,5,6,7,8,9,10,11,12
15,BC:6A:29:BE:2F:76_-66,,,,,,,,,,,,
16,BC:6A:29:BE:31:57_-64,,,,,,,,,,,,
17,6C:EC:EB:1F:F6:26_-88,7C:66:9D:7B:2B:9F_-79,6C:EC:EB:1F:F6:76_-89,,,,,,,,,,
18,6C:EC:EB:1F:FD:9B_-89,6C:EC:EB:1F:F6:65_-87,7C:66:9D:7B:29:FB_-69,6C:EC:EB:1F:F6:24_-74,,,,,,,,,
19,,,,,,,,,,,,,
20,BC:6A:29:BE:2F:76_-69,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:2D:4A_-66,BC:6A:29:BE:2F:76_-69,,,,,,,,,
21,BC:6A:29:BE:2F:76_-88,,,,,,,,,,,,
22,BC:6A:29:BE:2F:23_-88,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F6:65_-81,,,,,,,,,,
23,7C:66:9D:7B:2D:4A_-62,7C:66:9D:7B:29:FA_-68,BC:6A:29:BE:31:57_-88,,,,,,,,,,
24,BC:6A:29:BE:31:57_-65,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,
25,6C:EC:EB:1F:F6:65_-73,7C:66:9D:7B:2B:9F_-79,6C:EC:EB:1F:F6:26_-89,7C:66:9D:7B:2B:9F_-80,,,,,,,,,
26,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FA_-74,,,,,,,,,,
27,6C:EC:EB:1F:F6:76_-84,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:90_-91,6C:EC:EB:1F:F6:26_-76,,,,,,,,,
28,6C:EC:EB:1F:F6:55_-82,6C:EC:EB:1F:F4:74_-83,,,,,,,,,,,
29,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:76_-82,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F6:76_-84,,,,,,,,,
30,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F4:74_-77,7C:66:9D:7B:2B:90_-75,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:76_-82,,,,,,,
31,7C:66:9D:7B:2B:9F_-74,,,,,,,,,,,,
32,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,,
33,7C:66:9D:7B:2B:90_-80,7C:66:9D:7B:2B:9F_-67,6C:EC:EB:1F:F6:65_-79,7C:66:9D:7B:2B:90_-80,,,,,,,,,
34,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:24_-79,6C:EC:EB:1F:F4:74_-80,,,,,,,,,
35,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-79,,,,,,,,,,,
36,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-83,6C:EC:EB:1F:F6:76_-68,,,,,,,,,,
37,7C:66:9D:7B:2B:90_-92,7C:66:9D:7B:29:FB_-86,BC:6A:29:BE:2F:23_-64,,,,,,,,,,
38,,,,,,,,,,,,,
39,6C:EC:EB:1F:F4:74_-68,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:FD:83_-85,BC:6A:29:BE:2F:23_-80,7C:66:9D:7B:2B:9F_-78,,,,,,,,
40,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:76_-66,,,,,,,,,,
41,BC:6A:29:BE:2F:76_-87,BC:6A:29:BE:31:57_-63,6C:EC:EB:1F:F6:55_-91,,,,,,,,,,
42,7C:66:9D:7B:2B:9F_-78,BC:6A:29:BE:2F:23_-68,7C:66:9D:7B:2B:90_-62,,,,,,,,,,
43,6C:EC:EB:1F:F6:65_-91,,,,,,,,,,,,
44,7C:66:9D:7B:29:FB_-96,6C:EC:EB:1F:F6:26_-98,,,,,,,,,,,
45,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:F6:65_-65,6C:EC:EB:1F:FD:83_-68,7C:66:9D:7B:2B:9F_-75,,,,,,,,
46,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:2B:90_-63,,,,,,,,,,,
47,6C:EC:EB:1F:F6:24_-76,,,,,,,,,,,,
48,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F6:26_-80,BC:6A:29:BE:2F:23_-80,,,,,,,,,,
49,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2D:4A_-65,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2D:4A_-65,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,,,,,,,
50,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,
51,6C:EC:EB:1F:F6:65_-77,,,,,,,,,,,,
52,7C:66:9D:7B:29:FB_-75,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:F6:26_-81,,,,,,,,,
53,6C:EC:EB:1F:F4:46_-90,BC:6A:29:BE:2F:23_-75,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:FD:83_-73,7C:66:9D:7B:29:FB_-73,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:F4:46_-91,6C:EC:EB:1F:F4:74_-88,BC:6A:29:BE:2F:23_-68,,,,
54,BC:6A:29:BE:2F:23_-93,6C:EC:EB:1F:FD:9B_-87,7C:66:9D:7B:29:FB_-76,BC:6A:29:BE:2F:23_-93,,,,,,,,,
55,6C:EC:EB:1F:FD:83_-71,BC:6A:29:BE:2F:23_-81,7C:66:9D:7B:29:FB_-86,6C:EC:EB:1F:F6:65_-81,BC:6A:29:BE:2F:23_-80,,,,,,,,
56,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F4:46_-92,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:F6:26_-88,6C:EC:EB:1F:F6:65_-87,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:F6:65_-88,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:FD:83_-79,,,,
57,6C:EC:EB:1F:F4:74_-59,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F6:26_-92,6C:EC:EB:1F:F4:74_-56,BC:6A:29:BE:2F:23_-78,,,,,,,,
58,6C:EC:EB:1F:F6:24_-81,7C:66:9D:7B:2B:90_-84,7C:66:9D:7B:29:FB_-93,6C:EC:EB:1F:F4:46_-74,,,,,,,,,
59,BC:6A:29:BE:31:57_-59,7C:66:9D:7B:29:FA_-70,BC:6A:29:BE:31:57_-59,6C:EC:EB:1F:F6:15_-91,7C:66:9D:7B:29:FB_-80,,,,,,,,
60,7C:66:9D:7B:29:FB_-81,BC:6A:29:BE:31:57_-90,7C:66:9D:7B:29:FA_-90,6C:EC:EB:1F:FD:9B_-98,,,,,,,,,
61,6C:EC:EB:1F:FD:9B_-93,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:2B:90_-66,6C:EC:EB:1F:F4:4F_-94,6C:EC:EB:1F:F6:2D_-81,,,,,,,,
62,BC:6A:29:BE:31:57_-95,,,,,,,,,,,,
63,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:2F:76_-85,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:29:FA_-71,,,,,,,,,
64,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F6:65_-79,7C:66:9D:7B:2B:9F_-64,6C:EC:EB:1F:F6:15_-92,6C:EC:EB:1F:F6:76_-71,7C:66:9D:7B:2B:9F_-64,6C:EC:EB:1F:FD:83_-82,,,,,,
65,,,,,,,,,,,,,
66,6C:EC:EB:1F:F6:24_-73,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F6:76_-87,6C:EC:EB:1F:F6:65_-80,BC:6A:29:BE:2F:23_-77,,,,,,,,
67,6C:EC:EB:1F:F6:15_-86,BC:6A:29:BE:31:57_-81,BC:6A:29:BE:2F:23_-71,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:55_-78,7C:66:9D:7B:29:FB_-64,,,,,,,
68,BC:6A:29:BE:2F:23_-75,7C:66:9D:7B:2B:9F_-66,,,,,,,,,,,
69,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F4:74_-64,6C:EC:EB:1F:F6:76_-90,,,,,,,,,,
70,BC:6A:29:BE:2F:23_-70,7C:66:9D:7B:2B:9F_-86,6C:EC:EB:1F:F4:46_-86,BC:6A:29:BE:2F:23_-70,,,,,,,,,
71,BC:6A:29:BE:2F:76_-90,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:2D:4A_-94,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FA_-65,7C:66:9D:7B:2D:4A_-95,BC:6A:29:BE:2F:76_-89,7C:66:9D:7B:29:FB_-79,7C:66:9D:7B:29:FB_-79,6C:EC:EB:1F:FD:83_-99,,,
72,6C:EC:EB:1F:F6:26_-71,BC:6A:29:BE:2F:23_-71,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F6:26_-71,BC:6A:29:BE:2F:23_-71,,,,,,,,
73,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:FD:83_-73,7C:66:9D:7B:2B:90_-76,,,,,,,
74,BC:6A:29:BE:2F:23_-85,6C:EC:EB:1F:F4:46_-79,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,
75,BC:6A:29:BE:31:57_-57,6C:EC:EB:1F:F6:65_-87,6C:EC:EB:1F:F6:24_-92,,,,,,,,,,
76,7C:66:9D:7B:2B:9F_-74,,,,,,,,,,,,
77,7C:66:9D:7B:29:FB_-84,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F6:26_-78,,,,,,,,,,
78,7C:66:9D:7B:2B:90_-92,6C:EC:EB:1F:F6:65_-46,,,,,,,,,,,
79,6C:EC:EB:1F:F6:26_-88,6C:EC:EB:1F:F6:26_-85,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F6:26_-88,,,,,,,,,
80,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F6:76_-69,,,,,,,,,,,
81,7C:66:9D:7B:29:FB_-67,6C:EC:EB:1F:F4:74_-91,6C:EC:EB:1F:F6:65_-83,6C:EC:EB:1F:FD:83_-83,6C:EC:EB:1F:F6:24_-74,,,,,,,,
82,7C:66:9D:7B:29:FB_-85,7C:66:9D:7B:2B:90_-84,,,,,,,,,,,
83,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:2D:4A_-72,BC:6A:29:BE:2F:76_-71,,,,,,,,,,
84,6C:EC:EB:1F:F6:26_-87,6C:EC:EB:1F:F4:46_-68,BC:6A:29:BE:2F:23_-76,,,,,,,,,,
85,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F6:26_-85,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,
86,6C:EC:EB:1F:FD:83_-81,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F4:46_-82,7C:66:9D:7B:2B:90_-86,6C:EC:EB:1F:F4:46_-81,,,,,,,,
87,7C:66:9D:7B:29:FA_-76,BC:6A:29:BE:2F:76_-84,6C:EC:EB:1F:F6:76_-87,7C:66:9D:7B:2B:9F_-93,,,,,,,,,
88,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,,,,,,,,,,
89,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F4:74_-74,7C:66:9D:7B:2B:90_-87,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:24_-82,,,,,,,
90,6C:EC:EB:1F:F6:76_-80,,,,,,,,,,,,
91,6C:EC:EB:1F:F6:55_-82,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F6:55_-81,6C:EC:EB:1F:F4:46_-86,,,,,,,,,
92,,,,,,,,,,,,,
93,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:F4:74_-75,6C:EC:EB:1F:F6:24_-76,,,,,,,,
94,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F4:46_-77,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:65_-78,,,,,,,,,
95,BC:6A:29:BE:2F:23_-81,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F4:46_-71,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F4:46_-70,,,,,,,,
96,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:FD:83_-77,6C:EC:EB:1F:F4:46_-82,,,,,,,,,,
97,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:76_-87,7C:66:9D:7B:2B:9F_-88,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:65_-70,,,,,,,,
98,6C:EC:EB:1F:F6:65_-82,BC:6A:29:BE:2F:23_-85,6C:EC:EB:1F:F4:46_-74,,,,,,,,,,
99,7C:66:9D:7B:2D:4A_-71,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:31:57_-76,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:2B:90_-72,,,,,,,
100,7C:66:9D:7B:29:FB_-77,,,,,,,,,,,,
101,6C:EC:EB:1F:F6:65_-64,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:FD:83_-76,7C:66:9D:7B:29:FB_-87,6C:EC:EB:1F:F6:76_-68,,,,,,,,
102,,,,,,,,,,,,,
103,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2D:4A_-95,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:31:57_-74,,,,,,,,,
104,6C:EC:EB:1F:F6:76_-86,,,,,,,,,,,,
105,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,,
106,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-75,,,,,,,,,,
107,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:FD:83_-73,BC:6A:29:BE:2F:23_-80,7C:66:9D:7B:2B:9F_-84,,,,,,,,,
108,7C:66:9D:7B:2B:9F_-77,BC:6A:29:BE:2F:23_-84,,,,,,,,,,,
109,7C:66:9D:7B:2D:4A_-63,7C:66:9D:7B:29:FA_-68,,,,,,,,,,,
110,6C:EC:EB:1F:F6:65_-92,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:FD:83_-89,,,,,,,,
111,BC:6A:29:BE:31:57_-69,BC:6A:29:BE:31:57_-69,,,,,,,,,,,
112,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:15_-90,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F4:46_-77,,,,,,,,
113,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F6:65_-88,6C:EC:EB:1F:F4:74_-61,7C:66:9D:7B:2B:9F_-81,BC:6A:29:BE:2F:23_-86,,,,,,,,
114,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F6:26_-86,,,,,,,,,,
115,BC:6A:29:BE:31:57_-83,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:29:FB_-74,BC:6A:29:BE:2F:76_-67,,,,,,,,,
116,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:24_-80,7C:66:9D:7B:29:FB_-84,,,,,,,,,,
117,6C:EC:EB:1F:F6:15_-84,7C:66:9D:7B:29:FB_-82,6C:EC:EB:1F:F6:65_-90,,,,,,,,,,
118,6C:EC:EB:1F:F4:46_-79,BC:6A:29:BE:2F:23_-91,6C:EC:EB:1F:F6:24_-64,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F4:46_-78,,,,,,,
119,7C:66:9D:7B:29:FB_-75,7C:66:9D:7B:29:FB_-75,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:29:FB_-75,7C:66:9D:7B:29:FA_-72,,,,,,,
120,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:76_-70,,,,,,,,,,
121,7C:66:9D:7B:29:FB_-77,BC:6A:29:BE:31:57_-89,7C:66:9D:7B:29:FA_-89,BC:6A:29:BE:2F:23_-84,,,,,,,,,
122,7C:66:9D:7B:2B:9F_-88,6C:EC:EB:1F:F4:46_-73,,,,,,,,,,,
123,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:29:FA_-77,7C:66:9D:7B:29:FB_-84,BC:6A:29:BE:2F:76_-95,6C:EC:EB:1F:F6:15_-82,,,,,,,,
124,BC:6A:29:BE:31:57_-90,BC:6A:29:BE:2F:76_-59,,,,,,,,,,,
125,,,,,,,,,,,,,
126,,,,,,,,,,,,,
127,7C:66:9D:7B:29:FA_-66,BC:6A:29:BE:2F:76_-65,,,,,,,,,,,
128,BC:6A:29:BE:31:57_-70,BC:6A:29:BE:31:57_-70,BC:6A:29:BE:31:57_-73,6C:EC:EB:1F:F6:55_-82,BC:6A:29:BE:2F:23_-91,,,,,,,,
129,6C:EC:EB:1F:FD:83_-70,,,,,,,,,,,,
130,6C:EC:EB:1F:F6:24_-86,7C:66:9D:7B:29:FB_-89,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:FD:83_-72,7C:66:9D:7B:29:FB_-89,6C:EC:EB:1F:F4:74_-59,6C:EC:EB:1F:F6:26_-93,,,,
131,7C:66:9D:7B:2B:90_-63,6C:EC:EB:1F:F6:76_-80,7C:66:9D:7B:2B:90_-64,6C:EC:EB:1F:F6:15_-70,6C:EC:EB:1F:F6:24_-89,6C:EC:EB:1F:F6:26_-72,,,,,,,
132,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:76_-93,BC:6A:29:BE:2F:23_-73,,,,,,,,,,
133,,,,,,,,,,,,,
134,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F6:26_-93,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F4:46_-68,,,,,,,
135,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F4:46_-71,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F4:74_-75,BC:6A:29:BE:2F:23_-66,,,,,,,,
136,6C:EC:EB:1F:F6:65_-89,,,,,,,,,,,,
137,BC:6A:29:BE:31:57_-69,7C:66:9D:7B:2D:4A_-88,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:31:57_-70,7C:66:9D:7B:2D:4A_-88,,,,,,,,
138,,,,,,,,,,,,,
139,7C:66:9D:7B:2B:9F_-82,BC:6A:29:BE:31:57_-90,7C:66:9D:7B:29:FB_-77,6C:EC:EB:1F:FD:83_-66,,,,,,,,,
140,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:F6:24_-97,6C:EC:EB:1F:F6:24_-97,,,,,,,,,,
141,7C:66:9D:7B:2B:90_-90,BC:6A:29:BE:2F:23_-72,BC:6A:29:BE:2F:23_-71,,,,,,,,,,
142,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:2F:76_-56,,,,,,,,,,,
143,,,,,,,,,,,,,
144,7C:66:9D:7B:2B:90_-94,7C:66:9D:7B:29:FA_-90,7C:66:9D:7B:2B:90_-96,7C:66:9D:7B:2B:90_-97,,,,,,,,,
145,7C:66:9D:7B:2D:4A_-58,7C:66:9D:7B:2D:4A_-58,,,,,,,,,,,
146,7C:66:9D:7B:2D:4A_-94,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:2F:76_-78,7C:66:9D:7B:29:FA_-71,,,,,,,,
147,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:65_-90,6C:EC:EB:1F:F6:26_-84,,,,,,,,,
148,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F6:65_-81,7C:66:9D:7B:2B:9F_-87,7C:66:9D:7B:2B:9F_-82,,,,,,,,,
149,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,
150,6C:EC:EB:1F:FD:83_-74,7C:66:9D:7B:2B:90_-88,,,,,,,,,,,
151,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-73,,,,,,,,,,,
152,7C:66:9D:7B:2B:90_-75,6C:EC:EB:1F:F6:76_-81,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F6:55_-94,7C:66:9D:7B:2B:90_-76,,,,,,,,
153,6C:EC:EB:1F:F4:74_-72,7C:66:9D:7B:2B:90_-90,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F4:46_-94,,,,,,,,,
154,BC:6A:29:BE:2F:23_-68,6C:EC:EB:1F:F6:65_-84,7C:66:9D:7B:29:FB_-74,7C:66:9D:7B:29:FB_-74,7C:66:9D:7B:2B:9F_-74,,,,,,,,
155,BC:6A:29:BE:2F:23_-79,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:26_-83,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:26_-85,,,,,,,
156,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,,
157,6C:EC:EB:1F:F6:65_-77,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F4:46_-75,,,,,,,,,
158,7C:66:9D:7B:29:FA_-62,BC:6A:29:BE:2F:76_-78,,,,,,,,,,,
159,7C:66:9D:7B:2D:4A_-86,BC:6A:29:BE:2F:76_-61,,,,,,,,,,,
160,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:29:FB_-80,6C:EC:EB:1F:F6:15_-84,6C:EC:EB:1F:F6:26_-93,BC:6A:29:BE:31:57_-60,BC:6A:29:BE:2F:76_-91,BC:6A:29:BE:2F:23_-90,6C:EC:EB:1F:F6:55_-86,,,,,
161,7C:66:9D:7B:29:FA_-91,BC:6A:29:BE:2F:23_-94,7C:66:9D:7B:29:FB_-86,,,,,,,,,,
162,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:74_-64,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F6:76_-88,,,,,,,,
163,7C:66:9D:7B:2B:90_-73,BC:6A:29:BE:31:57_-65,,,,,,,,,,,
164,6C:EC:EB:1F:F4:74_-99,6C:EC:EB:1F:F6:65_-96,6C:EC:EB:1F:F4:74_-96,7C:66:9D:7B:29:FB_-76,BC:6A:29:BE:2F:76_-93,,,,,,,,
165,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,,,,,,,,,,
166,6C:EC:EB:1F:FD:83_-83,6C:EC:EB:1F:F6:65_-86,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:FD:83_-87,,,,,,,,,
167,BC:6A:29:BE:31:57_-74,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FA_-74,6C:EC:EB:1F:F6:76_-92,BC:6A:29:BE:31:57_-74,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,,,,,,
168,6C:EC:EB:1F:F6:65_-79,BC:6A:29:BE:2F:23_-71,,,,,,,,,,,
169,7C:66:9D:7B:2B:90_-69,,,,,,,,,,,,
170,6C:EC:EB:1F:FD:9B_-88,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:F6:24_-72,,,,,,,,,,
171,7C:66:9D:7B:29:FB_-76,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:76_-89,6C:EC:EB:1F:F6:76_-91,6C:EC:EB:1F:F6:65_-76,,,,,,,,
172,,,,,,,,,,,,,
173,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,,
174,6C:EC:EB:1F:F6:24_-93,6C:EC:EB:1F:F6:76_-90,,,,,,,,,,,
175,6C:EC:EB:1F:F4:46_-89,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F6:65_-94,,,,,,,,,,
176,6C:EC:EB:1F:F4:74_-63,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,
177,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:9F_-83,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:2B:90_-68,BC:6A:29:BE:2F:23_-65,7C:66:9D:7B:29:FB_-62,,,,,,,
