,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
61,6C:EC:EB:1F:F4:74_-96,6C:EC:EB:1F:F6:15_-80,7C:66:9D:7B:29:FB_-70,6C:EC:EB:1F:F6:26_-74,6C:EC:EB:1F:F6:76_-93,7C:66:9D:7B:29:FB_-73,6C:EC:EB:1F:F6:65_-82,7C:66:9D:7B:2B:90_-65,,,,,,,
62,,,,,,,,,,,,,,,
63,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
64,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F6:24_-85,6C:EC:EB:1F:F6:76_-71,7C:66:9D:7B:2B:9F_-64,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:9F_-64,,,,,,,,
65,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,,,,
66,BC:6A:29:BE:2F:23_-77,7C:66:9D:7B:29:FB_-80,6C:EC:EB:1F:F6:76_-87,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:FD:83_-70,7C:66:9D:7B:2B:90_-80,,,,,,,,,
67,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F6:55_-77,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:29:FB_-64,BC:6A:29:BE:2F:23_-71,,,,,,,,
68,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:26_-89,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F4:46_-68,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F4:74_-73,,,,,,,
69,6C:EC:EB:1F:F4:74_-64,,,,,,,,,,,,,,
70,6C:EC:EB:1F:F6:26_-79,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:FD:83_-73,,,,,,,,,,,,
71,6C:EC:EB:1F:F6:55_-93,7C:66:9D:7B:29:FA_-65,,,,,,,,,,,,,
72,6C:EC:EB:1F:F6:26_-71,BC:6A:29:BE:2F:23_-71,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:24_-78,,,,,,,,,,
73,6C:EC:EB:1F:F6:26_-69,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:F4:74_-86,,,,,,,,,,,
74,6C:EC:EB:1F:F6:76_-84,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,,,
75,7C:66:9D:7B:29:FB_-73,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-54,BC:6A:29:BE:2F:76_-86,6C:EC:EB:1F:F6:26_-89,,,,,,,,,,
76,6C:EC:EB:1F:F6:26_-84,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:2B:90_-81,,,,,,,,,,,,
77,6C:EC:EB:1F:F4:74_-92,6C:EC:EB:1F:F6:26_-78,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,,
78,6C:EC:EB:1F:F6:24_-80,7C:66:9D:7B:2B:9F_-75,BC:6A:29:BE:31:57_-90,6C:EC:EB:1F:F6:15_-93,,,,,,,,,,,
79,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:FD:83_-77,BC:6A:29:BE:31:57_-93,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:24_-87,,,,,,,,,
80,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F6:24_-76,,,,,,,,,,,,,
81,6C:EC:EB:1F:F6:24_-75,6C:EC:EB:1F:FD:83_-83,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:2B:9F_-84,7C:66:9D:7B:29:FB_-67,6C:EC:EB:1F:F6:24_-75,6C:EC:EB:1F:FD:9B_-94,6C:EC:EB:1F:F6:24_-75,6C:EC:EB:1F:F4:74_-91,6C:EC:EB:1F:F6:65_-83,7C:66:9D:7B:29:FB_-67,,,,
82,7C:66:9D:7B:2B:9F_-74,,,,,,,,,,,,,,
83,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-71,,,,,,,,,,,,
84,6C:EC:EB:1F:F6:24_-83,6C:EC:EB:1F:F4:46_-68,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:90_-83,6C:EC:EB:1F:F4:46_-69,7C:66:9D:7B:29:FB_-91,,,,,,,,
85,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:74_-83,7C:66:9D:7B:29:FB_-83,,,,,,,,,,,
86,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:F4:74_-85,6C:EC:EB:1F:F6:76_-90,6C:EC:EB:1F:F6:24_-77,7C:66:9D:7B:2B:90_-88,6C:EC:EB:1F:F6:26_-87,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:FD:83_-81,7C:66:9D:7B:2B:9F_-76,,,,,,
87,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F6:26_-75,6C:EC:EB:1F:F6:76_-88,BC:6A:29:BE:31:57_-60,,,,,,,,,
88,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FA_-61,,,,,,,,,,,,,
89,6C:EC:EB:1F:F6:76_-71,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F4:74_-74,BC:6A:29:BE:2F:23_-69,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:F4:74_-74,,,,,,,
90,6C:EC:EB:1F:F6:76_-80,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:65_-89,,,,,,,,,,,
91,6C:EC:EB:1F:F6:76_-88,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:F6:55_-82,,,,,,,,,,,,
92,6C:EC:EB:1F:FD:9B_-88,7C:66:9D:7B:29:FB_-84,BC:6A:29:BE:2F:23_-86,,,,,,,,,,,,
93,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F4:74_-75,,,,,,,,,
94,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,,,,
95,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:65_-86,,,,,,,,,,,,,
96,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:F6:24_-73,7C:66:9D:7B:2B:9F_-81,7C:66:9D:7B:2B:90_-75,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F6:24_-72,,,,,,,,,
97,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F4:46_-90,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:2B:9F_-90,6C:EC:EB:1F:F6:55_-90,BC:6A:29:BE:2F:23_-79,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F4:46_-89,7C:66:9D:7B:2B:9F_-89,6C:EC:EB:1F:F6:15_-93,6C:EC:EB:1F:F6:65_-70,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:24_-74,6C:EC:EB:1F:F6:55_-91,
98,7C:66:9D:7B:2B:9F_-68,,,,,,,,,,,,,,
99,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:2F:76_-71,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,,
100,,,,,,,,,,,,,,,
101,6C:EC:EB:1F:F6:76_-67,7C:66:9D:7B:29:FB_-87,6C:EC:EB:1F:F4:74_-73,,,,,,,,,,,,
102,6C:EC:EB:1F:F6:26_-79,6C:EC:EB:1F:F6:76_-74,7C:66:9D:7B:2B:9F_-79,6C:EC:EB:1F:F6:26_-79,7C:66:9D:7B:2B:9F_-79,,,,,,,,,,
103,7C:66:9D:7B:2D:4A_-94,7C:66:9D:7B:2D:4A_-95,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,
104,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:FD:83_-72,7C:66:9D:7B:2B:9F_-74,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:F6:26_-83,,,,,,,,,,
105,6C:EC:EB:1F:F6:65_-92,7C:66:9D:7B:2B:90_-66,BC:6A:29:BE:31:57_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,
106,7C:66:9D:7B:29:FA_-75,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,,
107,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-62,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F4:74_-80,,,,,,,,,,
108,7C:66:9D:7B:2B:9F_-77,,,,,,,,,,,,,,
109,7C:66:9D:7B:29:FA_-67,7C:66:9D:7B:2D:4A_-64,BC:6A:29:BE:2F:76_-59,7C:66:9D:7B:2D:4A_-64,,,,,,,,,,,
110,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,
112,6C:EC:EB:1F:F4:46_-79,7C:66:9D:7B:2B:9F_-83,6C:EC:EB:1F:F6:24_-64,,,,,,,,,,,,
113,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F6:76_-87,6C:EC:EB:1F:F6:65_-88,7C:66:9D:7B:2B:9F_-81,,,,,,,,,,,
114,7C:66:9D:7B:2B:9F_-81,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F6:26_-86,,,,,,,,,,,,
115,7C:66:9D:7B:2B:90_-68,BC:6A:29:BE:2F:76_-71,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:2D:4A_-70,7C:66:9D:7B:29:FB_-74,,,,,,,,,,
116,6C:EC:EB:1F:F4:74_-74,,,,,,,,,,,,,,
117,6C:EC:EB:1F:F6:15_-84,7C:66:9D:7B:29:FB_-82,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,
119,7C:66:9D:7B:29:FB_-75,6C:EC:EB:1F:F6:26_-96,7C:66:9D:7B:2D:4A_-70,BC:6A:29:BE:2F:23_-94,,,,,,,,,,,
120,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:F4:74_-78,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:F6:24_-78,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:29:FB_-94,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:FD:83_-78,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F6:26_-87,,,,
121,7C:66:9D:7B:29:FB_-77,,,,,,,,,,,,,,
122,6C:EC:EB:1F:F6:76_-83,6C:EC:EB:1F:F6:24_-86,,,,,,,,,,,,,
123,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:2B:90_-63,,,,,,,,,,,,
124,,,,,,,,,,,,,,,
125,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:65_-69,BC:6A:29:BE:2F:23_-83,,,,,,,,,,,,
126,7C:66:9D:7B:2B:90_-100,,,,,,,,,,,,,,
127,7C:66:9D:7B:29:FA_-67,,,,,,,,,,,,,,
128,6C:EC:EB:1F:F6:65_-92,,,,,,,,,,,,,,
129,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-73,,,,,,,,,,,,
130,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:F6:24_-86,,,,,,,,,,,
131,6C:EC:EB:1F:F6:65_-81,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FA_-77,BC:6A:29:BE:2F:76_-86,BC:6A:29:BE:31:57_-59,,,,,,,,,,
132,6C:EC:EB:1F:F6:65_-82,BC:6A:29:BE:2F:23_-71,6C:EC:EB:1F:F6:55_-93,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:F6:26_-83,BC:6A:29:BE:2F:23_-72,6C:EC:EB:1F:FD:83_-69,7C:66:9D:7B:2B:9F_-72,,,,,,,
133,7C:66:9D:7B:29:FA_-80,BC:6A:29:BE:2F:76_-62,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,,
134,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:F6:26_-92,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:FD:83_-77,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:F4:46_-68,,,,,,,,
135,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F6:26_-86,7C:66:9D:7B:2B:9F_-67,,,,,,,,,,,,
136,6C:EC:EB:1F:F6:15_-78,6C:EC:EB:1F:F6:26_-74,6C:EC:EB:1F:F6:2D_-81,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,
137,,,,,,,,,,,,,,,
138,7C:66:9D:7B:2D:4A_-65,,,,,,,,,,,,,,
139,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F6:24_-67,BC:6A:29:BE:31:57_-90,6C:EC:EB:1F:F6:24_-67,6C:EC:EB:1F:F6:76_-73,6C:EC:EB:1F:F6:65_-76,,,,,,,,,
140,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F6:76_-85,,,,,,,,,,,
141,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F6:76_-76,,,,,,,,,,,,,
142,BC:6A:29:BE:2F:76_-57,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:31:57_-85,BC:6A:29:BE:2F:76_-56,7C:66:9D:7B:29:FA_-64,,,,,,,,,,
143,7C:66:9D:7B:29:FA_-80,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,
145,BC:6A:29:BE:2F:76_-74,,,,,,,,,,,,,,
146,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:2B:90_-75,BC:6A:29:BE:2F:76_-78,,,,,,,,,,,,
147,7C:66:9D:7B:2B:9F_-84,6C:EC:EB:1F:F6:26_-84,7C:66:9D:7B:2B:9F_-88,6C:EC:EB:1F:F6:76_-86,,,,,,,,,,,
148,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:F4:46_-81,BC:6A:29:BE:2F:23_-85,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:FD:83_-89,6C:EC:EB:1F:F6:76_-81,,,,,,,,
149,7C:66:9D:7B:2D:4A_-87,7C:66:9D:7B:29:FB_-82,BC:6A:29:BE:2F:76_-76,BC:6A:29:BE:2F:76_-76,,,,,,,,,,,
150,6C:EC:EB:1F:F6:26_-82,7C:66:9D:7B:2B:90_-88,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,,
151,,,,,,,,,,,,,,,
152,6C:EC:EB:1F:F6:65_-82,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F4:74_-79,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:F6:15_-90,,,,,,,,,,
153,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F6:26_-94,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F4:46_-88,,,,,,,,,,,
154,BC:6A:29:BE:2F:23_-68,7C:66:9D:7B:29:FB_-74,BC:6A:29:BE:2F:23_-68,,,,,,,,,,,,
155,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F6:65_-82,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F6:65_-79,7C:66:9D:7B:29:FB_-90,,,,,,,,,
156,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,,
157,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F4:46_-75,BC:6A:29:BE:2F:23_-81,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:FD:83_-78,,,,,,,,,,
158,7C:66:9D:7B:2B:90_-73,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,
160,6C:EC:EB:1F:F6:26_-93,,,,,,,,,,,,,,
161,BC:6A:29:BE:31:57_-89,,,,,,,,,,,,,,
