,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
78,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,BC:6A:29:BE:31:57_-90,6C:EC:EB:1F:F6:65_-46,,,,,,,,,,,
79,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,,,,,,,,,
80,6C:EC:EB:1F:F6:76_-69,6C:EC:EB:1F:F6:76_-69,,,,,,,,,,,,,
81,6C:EC:EB:1F:F6:24_-74,BC:6A:29:BE:2F:23_-57,7C:66:9D:7B:29:FB_-67,BC:6A:29:BE:2F:23_-57,BC:6A:29:BE:2F:23_-57,BC:6A:29:BE:2F:23_-57,7C:66:9D:7B:29:FB_-68,BC:6A:29:BE:2F:23_-57,BC:6A:29:BE:2F:23_-57,BC:6A:29:BE:2F:23_-57,BC:6A:29:BE:2F:23_-57,,,,
82,6C:EC:EB:1F:F6:76_-75,,,,,,,,,,,,,,
83,7C:66:9D:7B:29:FA_-79,7C:66:9D:7B:29:FA_-79,7C:66:9D:7B:29:FA_-79,,,,,,,,,,,,
84,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,7C:66:9D:7B:2B:90_-83,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,,,,,,,,
85,6C:EC:EB:1F:FD:83_-80,BC:6A:29:BE:2F:23_-69,BC:6A:29:BE:2F:23_-69,7C:66:9D:7B:29:FB_-83,,,,,,,,,,,
86,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F6:24_-90,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,,,,,,
87,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:29:FB_-67,,,,,,,,,
88,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,,,,,,,,,,,,,
89,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:FD:83_-67,7C:66:9D:7B:2B:90_-79,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,,,,,,,
90,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F4:46_-69,,,,,,,,,,,
91,BC:6A:29:BE:2F:23_-68,BC:6A:29:BE:2F:23_-68,BC:6A:29:BE:2F:23_-68,,,,,,,,,,,,
92,7C:66:9D:7B:29:FA_-91,7C:66:9D:7B:29:FA_-91,7C:66:9D:7B:29:FA_-91,,,,,,,,,,,,
93,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:26_-75,,,,,,,,,
94,6C:EC:EB:1F:F4:46_-76,6C:EC:EB:1F:F4:46_-76,,,,,,,,,,,,,
95,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,,,,
96,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F6:24_-72,,,,,,,,,
97,7C:66:9D:7B:2B:90_-81,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,7C:66:9D:7B:2B:90_-75,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-69,7C:66:9D:7B:2B:9F_-88,
98,6C:EC:EB:1F:F6:76_-78,,,,,,,,,,,,,,
99,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,,
100,,,,,,,,,,,,,,,
101,6C:EC:EB:1F:F6:76_-67,6C:EC:EB:1F:F6:76_-67,6C:EC:EB:1F:F6:76_-67,,,,,,,,,,,,
102,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:26_-79,6C:EC:EB:1F:F6:76_-74,,,,,,,,,,
103,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,
104,7C:66:9D:7B:29:FB_-69,6C:EC:EB:1F:FD:83_-72,7C:66:9D:7B:29:FB_-69,BC:6A:29:BE:2F:23_-62,7C:66:9D:7B:29:FB_-69,,,,,,,,,,
105,7C:66:9D:7B:2B:90_-62,7C:66:9D:7B:2B:90_-62,7C:66:9D:7B:2B:90_-62,7C:66:9D:7B:2B:90_-62,,,,,,,,,,,
106,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,,
107,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,,,,,,,,,,
108,7C:66:9D:7B:2B:9F_-76,,,,,,,,,,,,,,
109,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:2D:4A_-64,,,,,,,,,,,
110,BC:6A:29:BE:2F:23_-69,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,
112,BC:6A:29:BE:2F:23_-72,7C:66:9D:7B:2B:90_-75,7C:66:9D:7B:2B:90_-75,,,,,,,,,,,,
113,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F6:76_-87,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,,,,,,,,,,,
114,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,,
115,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:29:FB_-74,,,,,,,,,,
116,6C:EC:EB:1F:F4:74_-74,,,,,,,,,,,,,,
117,BC:6A:29:BE:31:57_-59,BC:6A:29:BE:31:57_-59,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,
119,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:29:FA_-73,,,,,,,,,,,
120,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-70,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,,,,
121,7C:66:9D:7B:29:FB_-76,,,,,,,,,,,,,,
122,6C:EC:EB:1F:F4:74_-58,6C:EC:EB:1F:F4:74_-58,,,,,,,,,,,,,
123,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,,
124,,,,,,,,,,,,,,,
125,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,,,,,,,,,,,,
126,7C:66:9D:7B:29:FA_-89,,,,,,,,,,,,,,
127,BC:6A:29:BE:2F:76_-64,,,,,,,,,,,,,,
128,7C:66:9D:7B:29:FA_-86,,,,,,,,,,,,,,
129,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-73,,,,,,,,,,,,
130,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,,,,,,,,,,,
131,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,,,,,,,,,,
132,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:F6:55_-93,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-72,,,,,,,
133,BC:6A:29:BE:2F:76_-62,BC:6A:29:BE:2F:76_-62,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,,
134,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,,,,,,,,
135,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,,,,,,,,,,,,
136,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,
137,,,,,,,,,,,,,,,
138,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
139,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:24_-66,,,,,,,,,
140,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:76_-85,,,,,,,,,,,
141,BC:6A:29:BE:2F:23_-73,BC:6A:29:BE:2F:23_-73,,,,,,,,,,,,,
142,BC:6A:29:BE:2F:76_-57,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,,,,,,,,,,
143,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,
145,7C:66:9D:7B:2D:4A_-58,,,,,,,,,,,,,,
146,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,
147,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-86,,,,,,,,,,,
148,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,BC:6A:29:BE:2F:23_-85,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,,,,,,,,
149,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:29:FB_-82,,,,,,,,,,,
150,6C:EC:EB:1F:F6:65_-62,BC:6A:29:BE:2F:23_-68,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,,
151,,,,,,,,,,,,,,,
152,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,,,,,,,,,,
153,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:F6:26_-94,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:F4:74_-72,,,,,,,,,,,
154,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,,,,,,,,,,,,
155,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F6:26_-86,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F6:65_-79,7C:66:9D:7B:2B:9F_-69,,,,,,,,,
156,BC:6A:29:BE:2F:23_-69,7C:66:9D:7B:29:FB_-68,BC:6A:29:BE:2F:23_-69,,,,,,,,,,,,
157,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,,,,,,,,,,
158,BC:6A:29:BE:31:57_-64,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,
160,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,,,,
161,7C:66:9D:7B:2B:90_-88,,,,,,,,,,,,,,
