,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
23,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:29:FA_-68,,,,,,,,,,,,,,
24,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,,,,,,,,,,,,,
25,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F6:65_-73,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,
27,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,BC:6A:29:BE:2F:23_-68,,,,,,,,,,,,
28,6C:EC:EB:1F:F6:24_-70,6C:EC:EB:1F:F6:24_-70,6C:EC:EB:1F:F6:24_-70,6C:EC:EB:1F:F6:24_-70,,,,,,,,,,,,
29,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,,
30,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,,,,,,,
31,6C:EC:EB:1F:F4:74_-67,,,,,,,,,,,,,,,
32,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:2F:76_-71,,,,,,,,,,,,
33,BC:6A:29:BE:2F:23_-78,7C:66:9D:7B:2B:90_-80,BC:6A:29:BE:2F:23_-78,,,,,,,,,,,,,
34,6C:EC:EB:1F:F4:46_-69,,,,,,,,,,,,,,,
35,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,,,,,,,,,,,,
36,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,,,,,,,,,,,,
37,7C:66:9D:7B:29:FB_-88,,,,,,,,,,,,,,,
38,BC:6A:29:BE:2F:76_-61,,,,,,,,,,,,,,,
39,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,,,,,,,,,,,,
40,BC:6A:29:BE:2F:23_-87,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:FD:83_-72,,,,,,,,,,
41,BC:6A:29:BE:2F:76_-88,BC:6A:29:BE:31:57_-63,BC:6A:29:BE:31:57_-63,BC:6A:29:BE:31:57_-63,,,,,,,,,,,,
42,BC:6A:29:BE:2F:23_-69,BC:6A:29:BE:2F:23_-68,6C:EC:EB:1F:F6:76_-56,BC:6A:29:BE:2F:23_-69,,,,,,,,,,,,
43,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,,,,,,,,,,,,,,
44,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:76_-88,,,,,,,,,,,,,,
45,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:FD:83_-68,7C:66:9D:7B:29:FB_-77,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:FD:83_-68,7C:66:9D:7B:2B:9F_-75,,,,,,,,
46,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FA_-77,,,,,,,,,,,,
47,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,,,,,,,,,,,,,
48,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,,,,,,,,,,,,,
49,BC:6A:29:BE:2F:76_-79,7C:66:9D:7B:2D:4A_-65,7C:66:9D:7B:2D:4A_-65,,,,,,,,,,,,,
50,7C:66:9D:7B:29:FB_-82,,,,,,,,,,,,,,,
51,6C:EC:EB:1F:F6:24_-83,6C:EC:EB:1F:F6:24_-83,,,,,,,,,,,,,,
52,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,,,,,,,,,
53,6C:EC:EB:1F:F4:74_-89,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F4:74_-89,6C:EC:EB:1F:F4:74_-89,6C:EC:EB:1F:F4:74_-89,,,,,,,,,,,
54,6C:EC:EB:1F:FD:9B_-88,6C:EC:EB:1F:FD:9B_-88,6C:EC:EB:1F:FD:9B_-88,7C:66:9D:7B:29:FB_-77,7C:66:9D:7B:29:FA_-88,,,,,,,,,,,
55,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,,,
56,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F4:46_-91,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,,,,,,,,,
57,6C:EC:EB:1F:F4:74_-58,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F4:74_-56,BC:6A:29:BE:2F:23_-78,,,,,,,,,,,,
58,6C:EC:EB:1F:F6:76_-73,6C:EC:EB:1F:F6:76_-73,,,,,,,,,,,,,,
59,7C:66:9D:7B:29:FA_-70,BC:6A:29:BE:2F:76_-85,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:29:FA_-70,,,,,,,,,,,,
60,7C:66:9D:7B:2B:90_-89,7C:66:9D:7B:29:FA_-89,,,,,,,,,,,,,,
61,7C:66:9D:7B:2B:90_-65,6C:EC:EB:1F:F6:76_-93,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:29:FB_-72,,,,,,,,,,
62,BC:6A:29:BE:31:57_-92,BC:6A:29:BE:31:57_-92,BC:6A:29:BE:31:57_-92,,,,,,,,,,,,,
63,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
64,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2B:9F_-64,7C:66:9D:7B:2B:9F_-64,7C:66:9D:7B:29:FB_-74,7C:66:9D:7B:2B:9F_-64,7C:66:9D:7B:2B:9F_-64,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2B:9F_-64,7C:66:9D:7B:2B:9F_-64,,,,,,,
65,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,,,
66,6C:EC:EB:1F:F6:24_-72,6C:EC:EB:1F:F6:26_-72,6C:EC:EB:1F:F6:24_-72,,,,,,,,,,,,,
67,BC:6A:29:BE:31:57_-82,BC:6A:29:BE:31:57_-82,BC:6A:29:BE:31:57_-82,BC:6A:29:BE:31:57_-82,BC:6A:29:BE:31:57_-82,BC:6A:29:BE:31:57_-82,,,,,,,,,,
68,7C:66:9D:7B:2B:9F_-67,7C:66:9D:7B:2B:9F_-67,6C:EC:EB:1F:F4:74_-73,,,,,,,,,,,,,
69,6C:EC:EB:1F:F4:74_-64,6C:EC:EB:1F:F4:74_-64,6C:EC:EB:1F:F4:74_-64,6C:EC:EB:1F:F4:74_-64,,,,,,,,,,,,
70,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F6:26_-78,6C:EC:EB:1F:F6:65_-69,7C:66:9D:7B:2B:90_-84,,,,,,,,,,
71,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,,
72,6C:EC:EB:1F:F6:24_-71,6C:EC:EB:1F:FD:9B_-86,6C:EC:EB:1F:F6:24_-71,6C:EC:EB:1F:F6:24_-71,6C:EC:EB:1F:F6:24_-71,6C:EC:EB:1F:F6:24_-79,,,,,,,,,,
73,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:65_-79,,,,,,,,
74,7C:66:9D:7B:2B:9F_-76,BC:6A:29:BE:2F:23_-85,6C:EC:EB:1F:F6:76_-85,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,,,,,,,,,
75,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,
76,6C:EC:EB:1F:F6:65_-68,6C:EC:EB:1F:F6:65_-68,6C:EC:EB:1F:F6:65_-68,6C:EC:EB:1F:F6:65_-68,6C:EC:EB:1F:F6:65_-68,6C:EC:EB:1F:F4:74_-84,6C:EC:EB:1F:F6:65_-68,6C:EC:EB:1F:F6:65_-68,,,,,,,,
77,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:FD:83_-73,7C:66:9D:7B:29:FB_-83,,,,,,,,,,,,
78,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,,,,,,,,,,
79,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:65_-78,,,,,,,,,,,,
80,BC:6A:29:BE:2F:23_-71,7C:66:9D:7B:2B:9F_-74,BC:6A:29:BE:2F:23_-71,,,,,,,,,,,,,
81,BC:6A:29:BE:2F:23_-57,BC:6A:29:BE:2F:23_-57,7C:66:9D:7B:29:FA_-83,BC:6A:29:BE:2F:23_-57,,,,,,,,,,,,
82,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:76_-75,,,,,,,,,,,,
83,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:2D:4A_-72,,,,,,,,,,,,,
84,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,
85,6C:EC:EB:1F:F6:76_-71,7C:66:9D:7B:2B:9F_-68,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,,,,,,,,,,
86,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F4:74_-85,7C:66:9D:7B:29:FB_-71,BC:6A:29:BE:2F:23_-63,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F6:24_-87,7C:66:9D:7B:29:FB_-71,,,,,,,,,
87,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:2B:90_-73,BC:6A:29:BE:2F:76_-84,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:2B:90_-73,,,,,,,,,
88,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FA_-61,,,,,,,,,,,
89,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,,
90,6C:EC:EB:1F:F4:46_-68,,,,,,,,,,,,,,,
91,BC:6A:29:BE:2F:23_-68,BC:6A:29:BE:2F:23_-68,BC:6A:29:BE:2F:23_-68,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,
93,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F6:76_-70,BC:6A:29:BE:2F:23_-74,BC:6A:29:BE:2F:23_-74,BC:6A:29:BE:2F:23_-74,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:FD:83_-72,,,,,,,,
94,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,,,,,,,,,,
95,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,,,,,
96,BC:6A:29:BE:2F:23_-80,7C:66:9D:7B:2B:90_-74,6C:EC:EB:1F:F6:65_-79,,,,,,,,,,,,,
97,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F6:24_-74,6C:EC:EB:1F:FD:83_-69,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,,,,,,
98,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F4:46_-77,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,,,,,,,,,,,
99,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,
101,6C:EC:EB:1F:F6:65_-65,6C:EC:EB:1F:F6:65_-65,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:65_-65,,,,,,,,,,,,
102,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:FD:83_-65,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,
104,6C:EC:EB:1F:F6:76_-87,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:F6:24_-68,,,,,,,,,,,,
105,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,,,,,
106,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,,,,,,,,,,,,,,
107,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:76_-62,,,,,,,,,,
108,7C:66:9D:7B:2B:9F_-76,,,,,,,,,,,,,,,
109,BC:6A:29:BE:2F:76_-60,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,,,,
110,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,,,,,,,,,,,,,
111,BC:6A:29:BE:2F:76_-74,BC:6A:29:BE:2F:76_-74,BC:6A:29:BE:2F:76_-74,,,,,,,,,,,,,
112,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,6C:EC:EB:1F:F6:65_-72,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,,,,,,,,,
113,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F6:24_-93,,,,,,,,,
114,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,,,,,,,,,,,,,
115,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,,,,,,,,,,,,
116,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,BC:6A:29:BE:2F:23_-70,,,,,,,,,,,,,
117,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,,,,,,,,,
118,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F4:74_-76,,,,,,,,,,
119,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:2D:4A_-70,,,,,,,,,,,
120,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,,,,,,,,,,,,,
121,7C:66:9D:7B:29:FB_-76,,,,,,,,,,,,,,,
122,6C:EC:EB:1F:F4:74_-58,6C:EC:EB:1F:F4:74_-58,6C:EC:EB:1F:F4:74_-58,,,,,,,,,,,,,
123,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,,
124,BC:6A:29:BE:2F:76_-60,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,,,,
125,6C:EC:EB:1F:F6:65_-69,6C:EC:EB:1F:F6:65_-69,6C:EC:EB:1F:F6:65_-69,6C:EC:EB:1F:F6:65_-69,6C:EC:EB:1F:F6:65_-69,6C:EC:EB:1F:F6:65_-69,,,,,,,,,,
126,7C:66:9D:7B:29:FA_-89,,,,,,,,,,,,,,,
127,7C:66:9D:7B:29:FA_-66,,,,,,,,,,,,,,,
128,7C:66:9D:7B:29:FA_-84,,,,,,,,,,,,,,,
129,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,,,,,,,,,
130,6C:EC:EB:1F:FD:83_-71,,,,,,,,,,,,,,,
131,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FA_-77,,,,,,,,,
132,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,BC:6A:29:BE:2F:23_-72,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,
133,7C:66:9D:7B:2D:4A_-59,,,,,,,,,,,,,,,
134,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,,,,,,,,,,,
135,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,,,,,,
136,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:2B:90_-67,7C:66:9D:7B:29:FA_-78,,,,,,,,,
137,,,,,,,,,,,,,,,,
138,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,
139,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:FD:83_-65,,,,,,,,,
140,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:76_-85,,,,,,,,,,
141,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,,,,,,,,,,,
142,BC:6A:29:BE:2F:76_-56,BC:6A:29:BE:2F:76_-56,BC:6A:29:BE:2F:76_-56,,,,,,,,,,,,,
143,7C:66:9D:7B:2D:4A_-59,,,,,,,,,,,,,,,
144,7C:66:9D:7B:29:FA_-89,,,,,,,,,,,,,,,
145,7C:66:9D:7B:2D:4A_-67,,,,,,,,,,,,,,,
146,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,
147,BC:6A:29:BE:2F:23_-94,7C:66:9D:7B:2B:9F_-86,7C:66:9D:7B:2B:9F_-86,7C:66:9D:7B:2B:9F_-86,7C:66:9D:7B:2B:9F_-86,7C:66:9D:7B:2B:9F_-86,7C:66:9D:7B:2B:9F_-86,7C:66:9D:7B:2B:9F_-86,,,,,,,,
148,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,,
149,BC:6A:29:BE:2F:76_-76,BC:6A:29:BE:2F:76_-76,BC:6A:29:BE:2F:76_-76,,,,,,,,,,,,,
150,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,
152,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,
154,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,
155,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,,,,,,,,,,,
156,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,,,
157,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F6:76_-63,,,,,,,,
158,7C:66:9D:7B:29:FA_-63,7C:66:9D:7B:29:FA_-63,7C:66:9D:7B:29:FA_-63,,,,,,,,,,,,,
159,BC:6A:29:BE:2F:76_-61,,,,,,,,,,,,,,,
160,7C:66:9D:7B:2B:90_-71,6C:EC:EB:1F:F6:15_-84,7C:66:9D:7B:2B:90_-71,6C:EC:EB:1F:F6:55_-86,,,,,,,,,,,,
