,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
13,6C:EC:EB:1F:F6:76_-73,BC:6A:29:BE:2F:23_-84,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:F6:55_-96,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:46_-91,6C:EC:EB:1F:FD:83_-75,BC:6A:29:BE:2F:23_-83,,,,,,,
14,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:26_-90,6C:EC:EB:1F:F6:76_-80,,,,,,,,,,,,
15,7C:66:9D:7B:29:FA_-72,,,,,,,,,,,,,,
16,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:2B:90_-73,BC:6A:29:BE:2F:76_-83,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,,,,,,,,,,
17,6C:EC:EB:1F:F6:65_-73,7C:66:9D:7B:2B:9F_-79,6C:EC:EB:1F:F6:26_-88,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F6:76_-89,6C:EC:EB:1F:F6:26_-87,,,,,,,,
18,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:2B:9F_-73,,,,,,,,,,,,,
19,BC:6A:29:BE:2F:76_-79,,,,,,,,,,,,,,
20,BC:6A:29:BE:2F:76_-69,7C:66:9D:7B:2D:4A_-66,,,,,,,,,,,,,
21,7C:66:9D:7B:29:FA_-72,,,,,,,,,,,,,,
22,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:26_-86,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F6:76_-81,6C:EC:EB:1F:F6:26_-86,,,,,,,
23,BC:6A:29:BE:2F:76_-59,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:2D:4A_-61,7C:66:9D:7B:29:FA_-68,,,,,,,,,,,
24,7C:66:9D:7B:2B:90_-75,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:29:FB_-88,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,
25,7C:66:9D:7B:2B:9F_-79,BC:6A:29:BE:31:57_-92,6C:EC:EB:1F:F4:46_-77,BC:6A:29:BE:2F:23_-78,,,,,,,,,,,
26,7C:66:9D:7B:29:FB_-80,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,,
27,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:90_-92,6C:EC:EB:1F:F6:26_-75,,,,,,,,,,,,
28,7C:66:9D:7B:2B:90_-83,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F6:24_-70,7C:66:9D:7B:2B:9F_-80,7C:66:9D:7B:2B:90_-83,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:55_-82,6C:EC:EB:1F:F6:15_-87,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:46_-79,6C:EC:EB:1F:F6:15_-89,,,,
29,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F6:65_-87,BC:6A:29:BE:2F:23_-78,,,,,,,,,
30,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:FD:83_-77,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:15_-91,6C:EC:EB:1F:F4:46_-80,BC:6A:29:BE:2F:23_-78,7C:66:9D:7B:29:FB_-92,7C:66:9D:7B:2B:90_-75,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:F6:26_-75,6C:EC:EB:1F:F6:76_-81,,,
31,6C:EC:EB:1F:FD:83_-88,6C:EC:EB:1F:F4:74_-67,BC:6A:29:BE:2F:23_-81,,,,,,,,,,,,
32,7C:66:9D:7B:29:FA_-79,7C:66:9D:7B:2D:4A_-72,BC:6A:29:BE:2F:76_-72,,,,,,,,,,,,
33,6C:EC:EB:1F:F6:65_-79,,,,,,,,,,,,,,
34,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F6:24_-79,6C:EC:EB:1F:FD:83_-82,,,,,,,,,,,
35,6C:EC:EB:1F:F4:74_-69,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,,
36,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F4:74_-83,,,,,,,,,,,,,
37,BC:6A:29:BE:2F:23_-64,6C:EC:EB:1F:F6:65_-82,7C:66:9D:7B:29:FB_-86,7C:66:9D:7B:29:FB_-90,,,,,,,,,,,
38,BC:6A:29:BE:2F:76_-61,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,
40,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F6:24_-82,BC:6A:29:BE:2F:23_-82,,,,,,,,,,,,
41,6C:EC:EB:1F:F6:15_-90,BC:6A:29:BE:31:57_-63,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:29:FB_-77,6C:EC:EB:1F:F6:55_-91,,,,,,,,,,
42,,,,,,,,,,,,,,,
43,6C:EC:EB:1F:F6:65_-91,,,,,,,,,,,,,,
44,6C:EC:EB:1F:F4:74_-66,7C:66:9D:7B:29:FB_-99,7C:66:9D:7B:29:FB_-96,6C:EC:EB:1F:FD:83_-87,6C:EC:EB:1F:F6:65_-96,6C:EC:EB:1F:FD:83_-86,,,,,,,,,
45,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:76_-71,7C:66:9D:7B:29:FB_-78,6C:EC:EB:1F:F6:76_-70,7C:66:9D:7B:2B:90_-79,,,,,,,,
46,BC:6A:29:BE:2F:76_-84,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:29:FB_-68,BC:6A:29:BE:2F:23_-83,,,,,,,,,,
47,6C:EC:EB:1F:F4:74_-87,7C:66:9D:7B:2B:90_-92,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F4:74_-87,7C:66:9D:7B:2B:9F_-71,6C:EC:EB:1F:F6:2D_-96,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:29:FB_-73,,,,,,,
48,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:26_-83,,,,,,,,,,
49,7C:66:9D:7B:2D:4A_-65,BC:6A:29:BE:2F:76_-79,7C:66:9D:7B:2D:4A_-65,BC:6A:29:BE:2F:76_-78,,,,,,,,,,,
50,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:2B:90_-76,BC:6A:29:BE:2F:76_-76,,,,,,,,,,,,
51,BC:6A:29:BE:2F:23_-88,,,,,,,,,,,,,,
52,6C:EC:EB:1F:F6:15_-81,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:29:FA_-78,6C:EC:EB:1F:F6:65_-79,7C:66:9D:7B:2B:90_-62,6C:EC:EB:1F:F6:76_-83,,,,,,,,,
53,BC:6A:29:BE:2F:23_-75,6C:EC:EB:1F:F6:55_-94,7C:66:9D:7B:29:FB_-81,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:2B:9F_-78,,,,,,,,,,
54,6C:EC:EB:1F:FD:9B_-87,,,,,,,,,,,,,,
55,6C:EC:EB:1F:F6:76_-65,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F6:26_-85,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:29:FB_-86,6C:EC:EB:1F:F6:65_-81,,,,,,,,
56,6C:EC:EB:1F:FD:9B_-90,6C:EC:EB:1F:F6:76_-86,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:F6:24_-86,7C:66:9D:7B:29:FB_-72,,,,,,,,,,
57,6C:EC:EB:1F:F4:74_-59,BC:6A:29:BE:2F:23_-77,7C:66:9D:7B:29:FB_-89,6C:EC:EB:1F:F4:74_-56,6C:EC:EB:1F:F4:74_-57,,,,,,,,,,
58,6C:EC:EB:1F:F6:24_-81,6C:EC:EB:1F:F4:46_-73,7C:66:9D:7B:29:FB_-93,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F4:46_-74,,,,,,,,,,
59,6C:EC:EB:1F:F6:26_-92,,,,,,,,,,,,,,
60,7C:66:9D:7B:29:FB_-80,BC:6A:29:BE:2F:23_-96,7C:66:9D:7B:29:FA_-91,7C:66:9D:7B:29:FA_-91,,,,,,,,,,,
61,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F6:15_-80,6C:EC:EB:1F:F6:55_-67,6C:EC:EB:1F:F6:76_-92,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:55_-68,BC:6A:29:BE:2F:76_-96,,,,,,,,
62,7C:66:9D:7B:29:FA_-93,6C:EC:EB:1F:FD:9B_-90,,,,,,,,,,,,,
63,7C:66:9D:7B:29:FA_-70,,,,,,,,,,,,,,
64,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F4:46_-71,7C:66:9D:7B:29:FB_-73,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:FD:83_-82,,,,,,,,,,
65,6C:EC:EB:1F:F4:74_-69,,,,,,,,,,,,,,
66,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:90_-80,,,,,,,,,,,,,
67,6C:EC:EB:1F:F6:55_-77,6C:EC:EB:1F:F6:65_-90,,,,,,,,,,,,,
68,6C:EC:EB:1F:F4:74_-73,7C:66:9D:7B:2B:9F_-67,6C:EC:EB:1F:F6:24_-83,,,,,,,,,,,,
69,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F4:46_-74,7C:66:9D:7B:2B:90_-91,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:74_-64,6C:EC:EB:1F:F6:76_-91,6C:EC:EB:1F:F6:76_-90,,,,,,,,
70,6C:EC:EB:1F:F6:26_-79,7C:66:9D:7B:2B:9F_-85,,,,,,,,,,,,,
71,7C:66:9D:7B:2D:4A_-94,7C:66:9D:7B:29:FA_-65,7C:66:9D:7B:2D:4A_-95,7C:66:9D:7B:2D:4A_-94,7C:66:9D:7B:2B:90_-78,,,,,,,,,,
72,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F6:26_-71,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F6:24_-78,7C:66:9D:7B:2B:9F_-80,,,,,,,,,,
73,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:FD:83_-75,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:24_-77,7C:66:9D:7B:2B:90_-76,6C:EC:EB:1F:FD:83_-73,,,,,,,
74,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F4:46_-79,,,,,,,,,,,,
75,7C:66:9D:7B:29:FB_-74,7C:66:9D:7B:2B:90_-66,BC:6A:29:BE:31:57_-57,6C:EC:EB:1F:F6:24_-92,BC:6A:29:BE:2F:76_-86,,,,,,,,,,
76,BC:6A:29:BE:2F:23_-75,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:65_-67,6C:EC:EB:1F:F6:65_-67,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:29:FB_-89,6C:EC:EB:1F:F6:26_-78,6C:EC:EB:1F:F6:24_-75,,,,,,,
77,6C:EC:EB:1F:F4:74_-92,7C:66:9D:7B:29:FB_-84,,,,,,,,,,,,,
78,6C:EC:EB:1F:F4:46_-73,7C:66:9D:7B:2B:90_-92,6C:EC:EB:1F:F6:26_-80,7C:66:9D:7B:2B:9F_-75,BC:6A:29:BE:31:57_-90,,,,,,,,,,
79,6C:EC:EB:1F:F6:24_-87,BC:6A:29:BE:31:57_-93,6C:EC:EB:1F:F6:26_-89,6C:EC:EB:1F:F6:65_-78,,,,,,,,,,,
80,7C:66:9D:7B:29:FB_-85,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:F6:65_-63,7C:66:9D:7B:2B:9F_-75,,,,,,,,,,,
81,6C:EC:EB:1F:F6:24_-75,6C:EC:EB:1F:F4:74_-91,BC:6A:29:BE:2F:23_-57,7C:66:9D:7B:29:FB_-67,,,,,,,,,,,
82,6C:EC:EB:1F:F6:55_-96,6C:EC:EB:1F:F6:76_-75,,,,,,,,,,,,,
83,7C:66:9D:7B:29:FA_-79,7C:66:9D:7B:2D:4A_-72,,,,,,,,,,,,,
84,6C:EC:EB:1F:F4:74_-75,7C:66:9D:7B:29:FB_-87,6C:EC:EB:1F:F6:24_-81,6C:EC:EB:1F:F4:74_-75,6C:EC:EB:1F:F6:65_-83,6C:EC:EB:1F:F6:65_-74,,,,,,,,,
85,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F6:55_-90,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F6:26_-86,,,,,,,,,
86,BC:6A:29:BE:2F:23_-72,7C:66:9D:7B:2B:90_-88,BC:6A:29:BE:2F:23_-70,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:29:FB_-71,,,,,,,,,,
87,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F6:26_-76,7C:66:9D:7B:29:FA_-74,BC:6A:29:BE:31:57_-60,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:2B:9F_-93,7C:66:9D:7B:29:FA_-75,,,,,,,,
88,BC:6A:29:BE:31:57_-64,,,,,,,,,,,,,,
89,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:FD:83_-73,BC:6A:29:BE:2F:23_-69,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:F4:74_-74,,,,,,,,,
90,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F4:46_-69,,,,,,,,,,,,,
91,BC:6A:29:BE:2F:23_-67,7C:66:9D:7B:2B:90_-83,,,,,,,,,,,,,
92,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,BC:6A:29:BE:2F:23_-86,,,,,,,,,,,,
93,6C:EC:EB:1F:F6:24_-75,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:F6:76_-62,6C:EC:EB:1F:F6:26_-76,7C:66:9D:7B:29:FB_-91,BC:6A:29:BE:2F:23_-74,,,,,,,
94,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:76_-82,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F4:46_-78,,,,,,,,,,,
95,BC:6A:29:BE:2F:23_-81,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,,,,
96,6C:EC:EB:1F:F6:15_-92,6C:EC:EB:1F:F6:24_-75,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:24_-74,7C:66:9D:7B:2B:90_-75,,,,,,,,,,
97,7C:66:9D:7B:29:FB_-83,6C:EC:EB:1F:F4:46_-90,6C:EC:EB:1F:F6:15_-93,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F6:55_-90,BC:6A:29:BE:2F:23_-79,6C:EC:EB:1F:F4:74_-76,7C:66:9D:7B:2B:90_-82,,,,,,,
98,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:76_-78,7C:66:9D:7B:2B:90_-87,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:F6:65_-79,BC:6A:29:BE:2F:23_-78,7C:66:9D:7B:2B:9F_-67,,,,,,,
99,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:31:57_-76,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,,
100,7C:66:9D:7B:29:FB_-76,,,,,,,,,,,,,,
101,BC:6A:29:BE:2F:23_-76,,,,,,,,,,,,,,
102,6C:EC:EB:1F:F6:26_-79,6C:EC:EB:1F:F6:76_-74,7C:66:9D:7B:29:FB_-84,6C:EC:EB:1F:F6:55_-90,,,,,,,,,,,
103,7C:66:9D:7B:2B:90_-76,BC:6A:29:BE:2F:76_-78,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FB_-84,BC:6A:29:BE:2F:76_-79,7C:66:9D:7B:2B:90_-75,,,,,,,,,
104,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:FD:83_-72,,,,,,,,,,,,,
105,BC:6A:29:BE:31:57_-65,,,,,,,,,,,,,,
106,BC:6A:29:BE:31:57_-74,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,,
107,6C:EC:EB:1F:F4:74_-80,BC:6A:29:BE:2F:23_-80,7C:66:9D:7B:29:FB_-91,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F4:74_-80,,,,,,,,,,
108,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,7C:66:9D:7B:2B:9F_-77,,,,,,,,,,,,
109,7C:66:9D:7B:2D:4A_-63,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,,,
110,6C:EC:EB:1F:F4:74_-76,BC:6A:29:BE:2F:23_-69,,,,,,,,,,,,,
111,BC:6A:29:BE:31:57_-69,BC:6A:29:BE:2F:76_-75,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,,
112,7C:66:9D:7B:2B:9F_-83,6C:EC:EB:1F:F6:65_-72,6C:EC:EB:1F:F6:24_-63,6C:EC:EB:1F:F6:76_-78,,,,,,,,,,,
113,6C:EC:EB:1F:F4:46_-80,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F6:65_-86,7C:66:9D:7B:2B:9F_-82,,,,,,,,,,,
114,BC:6A:29:BE:2F:23_-82,,,,,,,,,,,,,,
115,7C:66:9D:7B:29:FA_-80,7C:66:9D:7B:29:FA_-80,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:2D:4A_-70,BC:6A:29:BE:31:57_-68,,,,,,,,,,
116,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F4:74_-72,7C:66:9D:7B:2B:9F_-61,BC:6A:29:BE:2F:23_-70,,,,,,,,,,,
117,6C:EC:EB:1F:F6:15_-84,7C:66:9D:7B:2B:90_-62,7C:66:9D:7B:29:FA_-79,6C:EC:EB:1F:F6:65_-90,,,,,,,,,,,
118,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:24_-64,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,
119,BC:6A:29:BE:2F:76_-78,6C:EC:EB:1F:F6:26_-96,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:2D:4A_-70,7C:66:9D:7B:29:FA_-73,,,,,,,,,,
120,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F4:74_-78,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:FD:83_-78,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F6:26_-87,,,,,,,,,
121,7C:66:9D:7B:29:FB_-77,7C:66:9D:7B:29:FA_-88,BC:6A:29:BE:2F:23_-84,,,,,,,,,,,,
122,7C:66:9D:7B:2B:9F_-87,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F4:74_-59,7C:66:9D:7B:2B:9F_-88,,,,,,,,,,,
123,7C:66:9D:7B:29:FB_-82,6C:EC:EB:1F:F6:26_-88,6C:EC:EB:1F:F6:76_-91,,,,,,,,,,,,
124,BC:6A:29:BE:2F:76_-59,,,,,,,,,,,,,,
125,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,,
126,,,,,,,,,,,,,,,
127,7C:66:9D:7B:29:FA_-67,BC:6A:29:BE:2F:76_-64,,,,,,,,,,,,,
128,BC:6A:29:BE:31:57_-70,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,,
129,7C:66:9D:7B:2B:9F_-85,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:76_-73,6C:EC:EB:1F:F6:76_-72,,,,,,,,,,,
130,7C:66:9D:7B:29:FB_-89,6C:EC:EB:1F:F6:24_-89,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:F6:24_-86,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:F6:24_-86,,,,,,,,
131,6C:EC:EB:1F:FD:83_-83,6C:EC:EB:1F:F6:65_-81,7C:66:9D:7B:2B:90_-64,BC:6A:29:BE:2F:76_-86,6C:EC:EB:1F:F6:15_-70,6C:EC:EB:1F:F6:24_-89,6C:EC:EB:1F:F6:2D_-88,BC:6A:29:BE:2F:76_-86,7C:66:9D:7B:29:FB_-66,6C:EC:EB:1F:F6:15_-70,7C:66:9D:7B:29:FB_-68,,,,
132,6C:EC:EB:1F:F6:76_-93,6C:EC:EB:1F:F4:46_-87,6C:EC:EB:1F:F6:55_-93,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F4:46_-88,6C:EC:EB:1F:F6:76_-91,,,,,,,,,
133,7C:66:9D:7B:2D:4A_-59,7C:66:9D:7B:29:FA_-79,,,,,,,,,,,,,
134,6C:EC:EB:1F:F4:46_-68,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F6:26_-92,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:74_-68,,,,,,,,,
135,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F4:74_-75,6C:EC:EB:1F:F6:24_-80,,,,,,,,,,
136,6C:EC:EB:1F:F6:26_-73,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:2B:90_-67,6C:EC:EB:1F:F6:2D_-82,BC:6A:29:BE:2F:76_-90,6C:EC:EB:1F:F4:4F_-94,7C:66:9D:7B:2B:90_-66,BC:6A:29:BE:31:57_-62,,,,,
137,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:2D:4A_-88,BC:6A:29:BE:31:57_-70,,,,,,,,,,,,
138,7C:66:9D:7B:2D:4A_-66,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,
139,7C:66:9D:7B:29:FB_-78,6C:EC:EB:1F:F6:24_-67,7C:66:9D:7B:29:FB_-77,7C:66:9D:7B:29:FB_-77,,,,,,,,,,,
140,6C:EC:EB:1F:F6:76_-86,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,,,
141,6C:EC:EB:1F:F6:65_-79,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:F6:76_-76,BC:6A:29:BE:2F:23_-71,,,,,,,,,,,
142,,,,,,,,,,,,,,,
143,7C:66:9D:7B:2D:4A_-59,,,,,,,,,,,,,,
144,7C:66:9D:7B:2B:90_-95,,,,,,,,,,,,,,
145,7C:66:9D:7B:2D:4A_-58,,,,,,,,,,,,,,
146,BC:6A:29:BE:2F:76_-78,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,
147,6C:EC:EB:1F:F6:65_-90,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F6:65_-90,6C:EC:EB:1F:F6:76_-86,,,,,,,,,,
148,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,
149,7C:66:9D:7B:2D:4A_-87,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,
150,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F6:26_-79,6C:EC:EB:1F:F4:74_-75,BC:6A:29:BE:31:57_-91,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-73,,,,,,,,,
151,,,,,,,,,,,,,,,
152,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:26_-76,7C:66:9D:7B:2B:90_-75,6C:EC:EB:1F:F6:76_-83,6C:EC:EB:1F:F6:65_-83,7C:66:9D:7B:2B:90_-76,,,,,,,,,
153,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:F4:74_-72,,,,,,,,,,,,
154,6C:EC:EB:1F:FD:83_-78,,,,,,,,,,,,,,
155,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F6:76_-77,6C:EC:EB:1F:FD:83_-85,7C:66:9D:7B:2B:90_-96,BC:6A:29:BE:31:57_-99,6C:EC:EB:1F:F6:26_-85,,,,,,,,,
156,7C:66:9D:7B:29:FA_-74,6C:EC:EB:1F:F6:26_-89,6C:EC:EB:1F:F6:24_-86,6C:EC:EB:1F:F6:15_-89,,,,,,,,,,,
157,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:FD:83_-78,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F4:74_-87,,,,,,,,,
